"show_id","type_lower","title_lower","director_lower","cast_lower","country_lower","date_added_new","release_year","rating_lower","duration","listed_in_lower","description_lower","duration_min_filter"
80111614,tv show,the womanizer,"","lan cheng-lung, sonia sui, james wen, bianca bai, george chang, chung hsin-ling, tzu-chiang chao, xiao xiao bin",china,"2016-09-01",2010,tv-pg,"1 Season","international tv shows, romantic tv shows, tv comedies",libertine he-jie finds himself torn between the lovely amanda and fiery xiao-qian. but now he faces a new problem: arrogant rival suitor cheng-en.,480.0
80111275,tv show,the year of happiness and love,"","amber kuo, james wen, weber yang, sonia sui, nien-jen wu, kay huang, tsai chen-nan, lin mei-hsiu",taiwan,"2016-09-01",2009,tv-14,"1 Season","international tv shows, romantic tv shows, tv comedies","jiang chen-bo is a loser without prospects for success, until a surprise promotion becomes the catalyst for his entire family's upturn in fortune.",480.0
80103426,movie,we need to talk,david serrano,"hugo silva, michelle jenner, ernesto sevilla, belén cuesta, óscar ladoire, ilay kurelovic, verónica forqué, luis jaspe, borja luna, josé luis marín",spain,"2016-09-01",2016,tv-ma,"91 min","comedies, international movies, romantic movies","a happy woman's new love is going great, but she needs one thing: divorce papers from her depressed ex. to get them, trickery may be in order.",91.0
80118889,tv show,witches: a century of murder,"",suzannah lipscomb,united kingdom,"2016-09-01",2015,tv-14,"1 Season","british tv shows, crime tv shows, docuseries","historian suzannah lipscomb investigates the witch hunts that plagued britain in the 17th century, examining common myths about their origin.",480.0
70278877,movie,iliza shlesinger: war paint,jay chapman,iliza shlesinger,united states,"2013-09-01",2013,nr,"75 min",stand-up comedy,"""last comic standing"" winner iliza shlesinger unleashes her acerbic, stream-of-conscious comedy on an unsuspecting audience in her hometown of dallas.",75.0
80244311,movie,after,jenny gage,"josephine langford, hero fiennes tiffin, selma blair, inanna sarkis, shane paul mcghie, pia mia, khadijha red thunder, dylan arnold, samuel larsen, jennifer beals, peter gallagher",united states,"2019-10-09",2019,pg-13,"106 min","dramas, romantic movies","wholesome college freshman tessa young thinks she knows what she wants out of life, until she crosses paths with complicated bad boy hardin scott.",106.0
81183570,movie,home is where the killer is,kaila york,"stacy haiduk, kelly kruger, christopher sean, anne leighton, beth littleford, john-paul lavoisier, kristoff st. john, pallavi sastry",united states,"2019-10-09",2019,tv-14,"87 min","dramas, thrillers","recovering from cancer, a young woman thinks she’s found a friend when she rents a room from a caring ex-doctor. but empathy soon becomes obsession.",87.0
80216665,tv show,rhythm + flow,"","cardi b, chance the rapper, t.i.",united states,"2019-10-09",2019,tv-ma,"1 Season",reality tv,"in this music competition show, judges tip “t.i.” harris, cardi b and chance the rapper hit the streets to find the next rap superstar.",480.0
81016328,movie,garuda di dadaku,ifa isfansyah,"emir mahira, maudy koesnaedi, ikranagara, aldo tansani, marsha aruan, ari sihasale",indonesia,"2018-10-09",2009,tv-pg,"96 min","children & family movies, dramas, sports movies","a determined boy will do anything to become a great soccer player, despite the wishes of his grandfather.",96.0
80239503,movie,mo amer: the vagabond,stan lathan,mo amer,united states,"2018-10-09",2018,tv-ma,"57 min",stand-up comedy,"arab-american comedian mo amer recounts his life as a refugee comic, from traveling with the name mohammed to his long path to citizenship.",57.0
81016321,movie,surat dari praha,angga dwimas sasongko,"tio pakusadewo, julie estelle, widyawati, rio dewanto, chicco jerikho, jajang c. noer, shafira umm",indonesia,"2018-10-09",2016,tv-14,"98 min","dramas, international movies, romantic movies","hoping to fulfill her deceased mother's final wish, a young woman travels to prague to deliver an old letter to a mysterious man.",98.0
80031666,movie,winter on fire: ukraine's fight for freedom,evgeny afineevsky,"","united kingdom, ukraine, united states","2015-10-09",2015,nr,"99 min","documentaries, international movies","over 93 days in ukraine, what started as peaceful student demonstrations became a violent revolution and full-fledged civil rights movement.",99.0
80995737,movie,deon cole: cole hearted,ryan polito,deon cole,united states,"2019-10-08",2019,tv-ma,"70 min",stand-up comedy,"embracing his belief that comedy is the last raw form of expression, deon cole explains the right time to thank jesus and the wrong time to say ""welp.""",70.0
81020161,movie,pulang,kabir bhatia,"puteri aishah, remy ishak, alvin wong",malaysia,"2018-10-08",2018,tv-14,"119 min","action & adventure, dramas, international movies","thom tells her grandson about his grandfather, a sailor who left 61 years ago to seek his fortune, and asks him to find out what happened to her spouse.",119.0
80025390,movie,the water diviner,russell crowe,"russell crowe, olga kurylenko, yılmaz erdoğan, cem yılmaz, jai courtney, ryan corr, james fraser, ben o'toole, steve bastoni, salih kalyon","australia, united states","2019-10-07",2014,r,"111 min","dramas, international movies","years after the presumed death of his three sons in battle, a grieving farmer journeys to turkey to find them and return them to their homeland.",111.0
80196216,movie,chris brown: welcome to my life,andrew sandler,chris brown,united states,"2017-10-07",2017,tv-ma,"80 min","documentaries, music & musicals","featuring interviews, concert footage and behind-the-scenes access, this documentary delivers fans an all-access look at the life of chris brown.",80.0
80091741,movie,"13th",ava duvernay,"",united states,"2016-10-07",2016,tv-ma,"101 min",documentaries,"in this thought-provoking documentary, scholars, activists and politicians analyze the criminalization of african americans and the u.s. prison boom.",101.0
80115464,movie,russell peters: almost famous,dave higby,russell peters,united states,"2016-10-07",2016,tv-ma,"73 min",stand-up comedy,"the comic comes home to toronto to sound off on cultural quirks, kids' furniture and bathroom visits, reveling in all things ridiculously human.",73.0
80113144,tv show,storybots super songs,"","judy greer, jeff gill, erin fitzgerald, fred tatasciore, gregg spiridellis",united states,"2016-10-07",2016,tv-y,"1 Season",kids' tv,"characters from the popular storybots apps for early childhood education give musical lessons on math, science, history, behaviors, emotions and more.",480.0
80041653,movie,the siege of jadotville,richie smyth,"jamie dornan, guillaume canet, emmanuelle seigner, jason o'mara, mikael persbrandt, mark strong, michael mcelhatton, danny sapani, sam keeley, ronan raftery, mike noble, charlie kelly, conor macneill, fionn o'shea, conor quinlan, jordan mifsud","ireland, south africa","2016-10-07",2016,tv-ma,"108 min","action & adventure, dramas, international movies","besieged by overwhelming enemy forces, irish soldiers on a u.n. peacekeeping mission in africa valiantly defend their outpost in this true story.",108.0
81016338,movie,love for sale,andibachtiar yusuf,"gading marten, della dartyan, rukman rosadi, albert halim, verdi solaiman, adriano qalbi, sabrina rochelle kalangie, rizky mocil",indonesia,"2019-10-06",2018,tv-14,"101 min","dramas, international movies, romantic movies","richard accepts a bet that he can't find a companion to a friend's wedding, not knowing the dating app he's using includes a 45-day contract.",101.0
81002592,movie,jackpot,dustin nguyen,"chi tai, lan ngoc, dustin nguyen, thu trang",vietnam,"2018-10-06",2015,tv-14,"92 min","comedies, dramas, international movies",a lottery ticket salesperson faces an ethical dilemma after setting aside a soon-to-be winning ticket for a customer to pick up and pay for later.,92.0
81017724,movie,seven in heaven,chris eigeman,"travis tope, haley ramm, jacinda barrett, gary cole, dylan everett, clark backo, vinson tran, paulino nunes, jeff clarke",united states,"2018-10-06",2018,pg-13,"94 min",horror movies,two teenagers step into a secret closet and emerge in a terrifying alternate reality. they must find their way back before the door shuts forever.,94.0
80174918,tv show,id-0,"","kazuyuki okitsu, minami tsuda, masaya matsukaze, sayaka ohara, rikiya koyama, hisako kanemoto, ari ozawa, junko minagawa, reina ueda",japan,"2017-10-06",2017,tv-14,"1 Season","anime series, international tv shows","in the midst of a field exercise operating i-machines, alliance academy student maya mikuri is thrown into an entirely different kind of adventure.",480.0
80170301,movie,kung fu yoga,stanley tong,"jackie chan, disha patani, amyra dastur, sonu sood, aarif rahman, miya muqi, zhang yixing, eric tsang","china, india, nepal","2017-10-06",2017,tv-pg,"107 min","action & adventure, comedies, international movies",two mismatched archaeologists battle a team of vicious mercenaries in a race to discover an ancient tibetan treasure of unimaginable worth.,107.0
80189623,movie,the death and life of marsha p. johnson,david france,"",united states,"2017-10-06",2017,tv-ma,"106 min","documentaries, lgbtq movies","as she fights the tide of violence against trans women, activist victoria cruz probes the suspicious 1992 death of her friend marsha p. johnson.",106.0
80215730,tv show,legend quest: masters of myth,"","johnny rose, annemarie blanco, paul tei, oscar cheda, chuck morgan, jenna lamia, james carrey",mexico,"2019-10-05",2019,tv-y7,"1 Season",kids' tv,"when mythical creatures come to life, it's up to leo, teodora, don andrés and alebrije – super-secret monster hunters – to save the day.",480.0
81161487,tv show,my country: the new age,"","yang se-jong, woo do‑hwan, seolhyun, jang hyuk, kim young-chul, in gyo-jin, yu oh-seong, ahn nae-sang",south korea,"2019-10-05",2019,tv-14,"1 Season","international tv shows, korean tv shows, tv action & adventure","at the end of the goryeo period, there were those who led the charge to proclaim a new age – and the ordinary individuals who risked everything.",480.0
81177367,movie,noblemen,vandana kataria,"ali haji, kunal kapoor, muskkaan jaferi, hardik thakkar, ali mir, shaan grover, m.k. raina, ivan rodrigues",india,"2019-10-05",2019,tv-ma,"109 min","dramas, independent movies, international movies","when he lands the lead in his christian school's production of ""the merchant of venice,"" a secretly gay student is bullied by wealthy upperclassmen.",109.0
81016323,movie,cahaya dari timur beta maluku,angga dwimas sasongko,"chicco jerikho, abdurrahman arif, jajang c. noer, ridho hafiedz, leo maitimu, shafira umm, glenn fredly, aufa assagaf, burhanuddin ohorella, bebeto leutually",indonesia,"2018-10-05",2014,tv-14,"151 min","dramas, international movies, sports movies","after witnessing a child’s death during a violent clash, a former soccer player launches a youth team to help local kids avoid further bloodshed.",151.0
80198511,tv show,dancing queen,"","justin ""alyssa edwards"" johnson","","2018-10-05",2018,tv-14,"1 Season",reality tv,snatching trophies. getting gorgeous. turning it up. alyssa edwards rules the dance studio by day – and the drag world by night.,480.0
81016318,movie,emma' (mother),riri riza,"cut mini theo, christoffer nelwan, arman dewarti, jajang c. noer, indah permatasari, dimi cindyastira, irmawati jabbar, andreuw parinussa, fanesa kayla",indonesia,"2018-10-05",2016,tv-pg,"74 min","dramas, international movies","in 1950s makassar, the life of a devoted mother is upended when another woman enters her husband's life.",74.0
80240840,tv show,empire games,"",jim o'brien,"czech republic, united states","2018-10-05",2018,tv-14,"1 Season",docuseries,interviews with scholars and dramatic reenactments bring to life the origins and history-making achievements of the world's greatest ancient empires.,480.0
80191369,tv show,lost song,"","konomi suzuki, yukari tamura, misaki kuno, chiaki takahashi, seiichiro yamashita, asami seto, yu serizawa, ai kayano, tsuyoshi koyama, yuto suzuki, mitsuru ogata, hiroshi ito",japan,"2018-10-05",2018,tv-14,"1 Season","anime series, international tv shows","war looms over the kingdom of neunatia, where two young women are both burdened and blessed by the power of song.",480.0
80242081,movie,malevolent,olaf de fleur,"florence pugh, ben lloyd-hughes, celia imrie, james cosmo, scott chambers, georgina bevan",united kingdom,"2018-10-05",2018,tv-ma,"89 min","horror movies, thrillers","a brother-sister team who fake paranormal encounters for cash get more than they bargained for when a job at a haunted estate turns very, very real.",89.0
80168222,movie,private life,tamara jenkins,"paul giamatti, kathryn hahn, kayli carter, molly shannon, john carroll lynch, denis o'hare, desmin borges, tracee chimo, siobhan fallon hogan, emily robinson",united states,"2018-10-05",2018,r,"124 min","comedies, dramas, independent movies","struggling to conceive, a couple in their 40s are almost out of options – until a sliver of hope arrives in the form of their visiting step-niece.",124.0
80999063,movie,super monsters save halloween,"","elyse maloway, vincent tong, erin matthews, andrea libman, alessandro juliani, nicole anthony, diana kaarina, ian james corlett, britt mckillip, kathleen barr","","2018-10-05",2018,tv-y,"25 min",children & family movies,"the super monsters use their powers to get their neighbors in the halloween spirit, then help a nervous friend see there's nothing to be afraid of.",25.0
80220650,tv show,yg future strategy office,"","seungri, yoo byung jae, lee jai-jin, jinu, son se-bin, kim ga-eun, park choong-hwan, baek yeong-gwang, choi sin-deuk",south korea,"2018-10-05",2018,tv-ma,"1 Season","international tv shows, korean tv shows, tv comedies","k-pop star seungri, bigbang's youngest member, tries to lead a team of bumbling staff at yg's future strategy office in this mockumentary sitcom.",480.0
80164032,movie,a plastic ocean,"",tanya streeter,"united kingdom, hong kong","2019-10-04",2016,tv-pg,"100 min",documentaries,"when he discovers the world's oceans brimming with plastic waste, a documentary filmmaker investigates the pollution's environmental impacts.",100.0
81158574,movie,brother in love,onur bilgetay,"cem gelinoğlu, melis babadag, ege kökenli, müfit kayacan, lale başar, ali erkazan, özlem çakar, selen domaç, ferdi sancar, güven hokna",turkey,"2019-10-04",2019,tv-14,"110 min","comedies, international movies, romantic movies","a robbery leaves a proprietor penniless before his wedding, but becoming a son-in-law to a second family might be the financial solution he needs.",110.0
80237905,movie,in the tall grass,vincenzo natali,"patrick wilson, laysla de oliveira, avery whitted, harrison gilbertson, rachel wilson, will buie jr.",canada,"2019-10-04",2019,tv-ma,"102 min","horror movies, thrillers","after hearing a boy's cry for help, a pregnant woman and her brother wade into a vast field of grass, only to discover there may be no way out.",102.0
81132440,movie,kids on the block,tugçe soysop,"selim bayraktar, berat efe parlar, esat polat güler, eda döğer, dora dalgıç, taha sönmezisik, zeynep ilgin çelik, arda taşarcan, alperen efe esmer, ilknur külahlıoglu, ikra külahlıoğlu",turkey,"2019-10-04",2019,tv-pg,"102 min","children & family movies, comedies","when their fun in the park is threatened by a neighborhood nagger, a group of friends declares war to play freely on their turf.",102.0
80117803,tv show,raising dion,"","alisha wainwright, ja'siah young, jason ritter, michael b. jordan, jazmyn simon, ali ahn, sammi haney",united states,"2019-10-04",2019,tv-pg,"1 Season","kids' tv, tv action & adventure, tv dramas",a widowed mom sets out to solve the mystery surrounding her young son's emerging superpowers while keeping his extraordinary gifts under wraps.,480.0
81021243,movie,super monsters: vida's first halloween,"jacob joice, steve ball","gigi saul guerrero, elyse maloway, vincent tong, erin mathews, andrea libman, alessandro juliani, nicole anthony, diana kaarina, ian james corlett, britt mckillip, kathleen barr",united states,"2019-10-04",2019,tv-y,"24 min",children & family movies,"the super monsters share their halloween traditions with vida, then get invited to a día de los muertos party in the howlers' backyard.",24.0
81004460,movie,compulsion,craig goodwill,"analeigh tipton, jakob cedergren, marta gastini, jan bijvoet, anita kravos, valentin merlet","united kingdom, canada, italy","2018-10-04",2016,tv-ma,"84 min","dramas, thrillers","lured to a majestic, remote villa by an old lover, an erotic novelist finds herself falling for a mysterious woman and descending into a moral abyss.",84.0
81016330,movie,the dreamer,riri riza,"vikri septiawan, rendy ahmad, azwir fitrianto, maudy ayunda",indonesia,"2018-10-04",2009,tv-pg,"121 min","dramas, international movies","a trio of friends struggles to make it through adolescence, all while hoping that bigger and better things await them.",121.0
70105130,movie,the haunting of molly hartley,mickey liddell,"haley bennett, jake weber, chace crawford, shannon woodward, shanna collins, annalynne mccord, marin hinkle, nina siemaszko, josh stewart, jessica lowndes, randy wayne",united states,"2018-10-04",2008,pg-13,"85 min","horror movies, thrillers","a troubled teenage girl hopes to start fresh at a new school, but the horrifying truth about her past is destined to catch up with her.",85.0
81010662,tv show,violet evergarden: special,"","yui ishikawa, takehito koyasu, daisuke namikawa, aya endo, kouki uchiyama, minori chihara, haruka tomatsu, yoko hikasa",japan,"2018-10-04",2018,tv-pg,"1 Season","anime series, international tv shows, romantic tv shows","auto memory doll violet evergarden writes letters for people who can’t, learning about her war-torn country and her own hardened heart along the way.",480.0
80141858,movie,lego jurassic world: the indominus escape,michael d. black,"a.j. locascio, sendhil ramamurthy, fred tatasciore, jake johnson, lauren lapkus, zachary levi, bd wong, david gunning",united states,"2016-10-04",2016,tv-y7,"25 min","children & family movies, comedies",the scientists of jurassic world create a captivating and terrifying new creature that loves hot dogs. but what happens when the hot dogs run out?,25.0
81084225,movie,grego rossello: disculpe las molestias,juani libonatti,grego rossello,argentina,"2019-10-31",2019,tv-ma,"65 min",stand-up comedy,"argentine comedian grego rossello takes the stage in buenos aires to share his takes on modern stardom, airline dining, brotherly love and more.",65.0
80203920,tv show,nowhere man,dj chen,"alyssa chia, mavis fan, joseph chang, wang po-chieh, jeremiah zhang, chou min-fu, greg hsu, kuo tze-cheng, shen hai-jung, lu yi-long",taiwan,"2019-10-31",2019,tv-ma,"1 Season","crime tv shows, international tv shows, tv action & adventure","two nefarious schemes taking place 10 years apart entangle a dauntless triad member, who must break out of prison to rescue a loved one.",480.0
80242051,tv show,sleepless society: bedtime wishes,"","shahkrit yamnarm, savika chaiyadej, supoj chancharoen, pairoj sangwariboot, suchao pongwilai, nataya chanrung, papangkorn lerkchaleampote, suchada tongam, sasin chow","","2019-10-31",2019,tv-ma,"1 Season","crime tv shows, international tv shows, tv dramas","during a holiday stay at a hotel resort, a flight attendant encounters a wealthy, mysterious man with two different personas.",480.0
80199806,movie,gun city,dani de la torre,"luis tosar, michelle jenner, vicente romero, manolo solo, paco tous, adriana torrebejano, pep tosar, jaime lorente, ernesto alterio, fernando cayo","spain, france","2018-10-31",2018,tv-ma,"126 min","dramas, international movies, thrillers","in 1921 barcelona, amid unrest between anarchists and the police, a cop plays both sides to learn who stole army weapons that could ignite a civil war.",126.0
80084834,movie,heneral luna,jerrold tarog,"john arcilla, mon confiado, arron villaflor, joem bascon, archie alemania, art acuña, alex medina, nonie buencamino, lorenz martinez, jeffrey quizon, alvin anson, mylene dizon, bing pimentel, leo martinez, ketchup eusebio, ronnie lazaro, paulo avelino",philippines,"2018-10-31",2015,r,"118 min","dramas, international movies",flashbacks reveal gen. antonio luna's tireless fight for filipino independence from the u.s. and his leadership in the philippine-american war in 1899.,118.0
80208273,movie,judah friedlander: america is the greatest country in the united states,judah friedlander,judah friedlander,united states,"2017-10-31",2017,tv-ma,"84 min",stand-up comedy,"deadpan comic and self-proclaimed world champion judah friedlander performs over several nights in new york, explaining why america is no. 1.",84.0
80145699,movie,the b-side: elsa dorfman's portrait photography,errol morris,elsa dorfman,united states,"2017-10-31",2016,tv-ma,"76 min",documentaries,"filmmaker errol morris probes the life, work and studio of his pal elsa dorfman, a polaroid photographer who's shot luminaries and regular folk alike.",76.0
80204927,tv show,zumbo's just desserts,"","adriano zumbo, rachel khoo",australia,"2017-10-31",2016,tv-14,"1 Season","international tv shows, reality tv","dessert wizard adriano zumbo looks for the next “willy wonka” in this tense competition that finds skilled amateurs competing for a $100,000 prize.",480.0
70266684,movie,kristy,oliver blackburn,"haley bennett, ashley greene, erica ash, lucas till, chris coy, al vicente, wayne pére, jon arthur, mike seal",united states,"2015-10-31",2013,nr,"85 min",horror movies,"opting to stay on campus over the thanksgiving holiday, coed justine and a handful of friends find their break violently disrupted by a sadistic gang.",85.0
81166978,tv show,"bring it on, ghost",park joon-hwa,"taecyeon, kim so-hyun, kwon yul, kim sang-ho, kang ki-young, lee da-wit, kim min-sang, yun seo-hyun",south korea,"2019-10-30",2016,tv-14,"1 Season","international tv shows, korean tv shows, romantic tv shows",a college student with psychic abilities takes in an amnesiac ghost as his roommate – who ends up helping him hunt down spooky spirits.,480.0
81177371,movie,mehandi circus,saravana rajendran,"madhampatti rangaraj, shweta tripathi, vela ramamoorthy, ankur vikal, g. marimuthu, sunny charles",india,"2019-10-30",2019,tv-14,"126 min","dramas, international movies, romantic movies","in the early 1990s, the love between a cassette shop owner and a traveling circus performer challenges caste barriers and disapproving parents.",126.0
81167029,tv show,tomorrow with you,"","shin mina, lee je-hoon, kim ye-won, cho han-cheul, baek hyeon-jin, kang ki-doong, park joo-hee, oh gwang-rok",south korea,"2019-10-30",2017,tv-14,"1 Season","international tv shows, korean tv shows, romantic tv shows",the head of a real estate firm with the ability to travel through time by taking the subway marries a photographer to try and change his future.,480.0
81142594,tv show,tunnel,"","todsapol maisuk, johnny hao, morakot liu, pemy peramin thabkaew, phenphet phenkul, sumet ong-art, amarin nitipon, tor techathuwanan, komsan kajonpaisansuk","","2019-10-30",2019,tv-ma,"1 Season","crime tv shows, international tv shows, tv dramas",a detective finds himself 30 years in the future and must solve a string of grisly crimes before he can return to the past.,480.0
70067230,movie,my brother ... nikhil,onir,"juhi chawla, sanjay suri, victor banerjee, lillete dubey, purab kohli, dipannita sharma, gautam kapoor",india,"2018-10-30",2005,tv-pg,"116 min","dramas, independent movies, international movies","after being diagnosed hiv-positive, a champion swimmer is disowned and harassed by all except his loving sister and loyal boyfriend.",116.0
80207446,movie,shorgul,"jitendra tiwari, pranav singh","ashutosh rana, jimmy shergill, suha gezen, sanjay suri, narendra jha, hiten tejwani, eijaz khan, aniruddha dave",india,"2018-10-30",2016,tv-14,"122 min","dramas, international movies",a hindu boy's feelings for a muslim girl expose the tensions between their two communities and open the door to chaos and violence.,122.0
80207447,movie,siddhant,vivek wagh,"vikram gokhale, swati chitnis, kishore kadam, ganesh yadav, sarang sathaye, archit deodhar, madhavi soman, neha mahajan",india,"2018-10-30",2014,tv-g,"105 min","dramas, independent movies, international movies",a principled mathematics teacher is shocked to discover that his grandson used unethical means to achieve academic success.,105.0
80987753,tv show,the degenerates,"","big jay oakerson, brad williams, yamaneika saunders, liza  treyger, joey diaz, christina pazsitzky","","2018-10-30",2018,tv-ma,"1 Season","stand-up comedy & talk shows, tv comedies",six stand-ups explore the coarse and salacious side of comedy in this series of half-hour specials. for mature audiences.,480.0
81016324,movie,the jungle school,riri riza,"prisia nasution, nyungsang bungo, rukman rosadi, nadhira suryadi, ines somellera",indonesia,"2018-10-30",2013,tv-pg,"90 min","dramas, international movies",an idealistic young woman travels to the jungles of indonesia to teach literacy – and much more – to local children.,90.0
80192097,movie,spf-18,alex israel,"carson meyer, noah centineo, bianca santos, jackson white, sean russel herman, rosanna arquette, molly ringwald, pamela anderson, keanu reeves, goldie hawn",united states,"2017-10-30",2017,pg-13,"75 min","dramas, romantic movies, sports movies",the arrival of an enigmatic struggling musician in malibu shakes the ground beneath the feet of a teenage girl and her surfer boyfriend.,75.0
70185045,movie,forks over knives,lee fulkerson,"",united states,"2019-10-03",2011,pg,"96 min",documentaries,"according to the research of two food scientists, the popularity of processed foods has led to epidemic rates of obesity, diabetes and other diseases.",96.0
80217066,tv show,seis manos,"","aislinn derbez, mike colter, jonny cruz, angélica vale, vic chao, danny trejo",united states,"2019-10-03",2019,tv-ma,"1 Season","anime series, crime tv shows","orphans raised by a martial arts master are plunged into a mystery involving demonic powers, drug cartels, ancient rituals and blood sacrifice.",480.0
70002129,movie,benji's very own christmas story,joe camp,"ron moody, patsy garrett, cynthia smith",united states,"2018-10-03",1978,tv-g,"25 min",children & family movies,"while on a press tour, benji goes behind the scenes of santa's workshop. but santa has a devastating secret, so it's up to benji to save christmas.",25.0
80191963,movie,the black prince,kavi raz,"satinder sartaaj, shabana azmi, jason flemyng, amanda root, rup magon, sophie stevens, keith duffy, david essex, leanne joyce, ranjit singh shubh","united kingdom, india, united states","2018-10-03",2017,pg-13,"121 min","dramas, international movies","after being exiled to england as a child, a punjabi prince struggles to return to his homeland and his sikh faith in this historical drama.",121.0
80218099,movie,truth or dare,nick simon,"cassandra scerbo, brytni sarpy, mason dye, harvey guillen, luke baines, ricardo hoyos, alexxis lemire, christina masterson, heather langenkamp",united states,"2018-10-03",2017,tv-ma,"88 min",horror movies,"a game of ""truth or dare"" among college friends on spring break turns deadly when a demon seems determined to use it to kill them all.",88.0
80199767,movie,cult of chucky,don mancini,"fiona dourif, michael therriault, adam hurtig, alex vincent, jennifer tilly, brad dourif, summer h. howell, grace lynn kung, elisabeth rosen, zak santiago, ali tataryn",united states,"2017-10-03",2017,r,"90 min",horror movies,"following a string of murders in the asylum where she's confined, nica pierce begins to wonder whether chucky is real after all.",90.0
80191665,movie,rodney carrington: here comes the truth,brandon jones,rodney carrington,united states,"2017-10-03",2017,tv-ma,"66 min",stand-up comedy,"raunchy country comic and musician rodney carrington jokes and sings about life in his 40s, poking fun at sex, relationships and gaining weight.",66.0
80161921,movie,security,alain desrochers,"antonio banderas, ben kingsley, liam mcintyre, cung le, katherine de la rocha, chad lindberg, jiro wang, gabriella wright, shari watson, john strong",united states,"2017-10-03",2017,r,"92 min",action & adventure,"after taking a job as a mall security guard, a former marine steps up to protect a young girl who's being hunted by heavily armed mercenaries.",92.0
81148672,movie,arsenio hall: smart & classy,brian volk-weiss,arsenio hall,united states,"2019-10-29",2019,tv-ma,"63 min",stand-up comedy,"in his first stand-up special, arsenio hall discusses getting older, the changing times and culture, social issues and even bothersome baby toes.",63.0
81169914,tv show,shine on with reese,"",reese witherspoon,united states,"2019-10-29",2018,tv-14,"1 Season",docuseries,"in a talk show straight from the heart, actor and producer reese witherspoon visits with groundbreaking women to discuss their inspiring journeys.",480.0
81211714,movie,the road to el camino: behind the scenes of el camino: a breaking bad movie,"","",united states,"2019-10-29",2019,tv-14,"14 min","documentaries, international movies","aaron paul, vince gilligan and other cast members, producers and crew share stories and footage from the making of ""el camino.""",14.0
80224362,movie,kings,deniz gamze ergüven,"halle berry, daniel craig, lamar johnson, kaalan walker, rachel hilson, issac ryan brown, callan farris, serenity reign brown, reece cody, aiden akpan","france, belgium, china, united states","2018-10-29",2017,r,"87 min",dramas,a foster mom and her houseful of kids befriend a bitter neighbor after the rodney king verdict is handed down in 1992 los angeles.,87.0
80092857,movie,pup star,robert vince,"makenzie moss, jed rees, david deluise, carla jimenez, tom everett scott, diedrich bader, george newbern, bonnie somerville, john ratzenberger",canada,"2016-10-29",2016,g,"92 min","children & family movies, comedies","after a singing pup with big dreams of stardom gets dognapped and escapes with a friend's help, her journey home is a fun, music-filled adventure.",92.0
80244679,movie,a 3 minute hug,everardo gonzález,"","mexico, united states","2019-10-28",2019,tv-pg,"28 min","documentaries, international movies",this documentary captures the joy and heartbreak of families separated by the u.s.-mexico border sharing a short but bittersweet reunion in 2018.,28.0
81110394,movie,little miss sumo,matt kay,hiyori kon,united kingdom,"2019-10-28",2018,tv-g,"20 min","documentaries, international movies, sports movies","in an ancient sport traditionally reserved for men, 20-year-old female sumo prodigy hiyori attempts to revolutionize japan’s national pastime.",20.0
80067754,movie,equals,drake doremus,"nicholas hoult, kristen stewart, jacki weaver, guy pearce, rebecca hazlewood, scott lawrence, kai lennox, rizwan manji","united states, indonesia","2018-10-28",2015,pg-13,"102 min","dramas, romantic movies, sci-fi & fantasy",two young lovers depart from the norm simply by having romantic feelings for each other in a society where humans have been relieved of all emotions.,102.0
80189954,movie,pup star: better 2gether,robert vince,"kaitlyn maher, obba babatundé, lombardo boyar, molly burnett, chris coppola, reggie de leon, david deluise, matty finochio, josh flitter, benjamin flores jr.",canada,"2017-10-28",2017,pg,"93 min","children & family movies, comedies",returning pup star champ tiny has her yorkie paws full after an evil rival replaces her with street dog scrappy during the national competition.,93.0
80094648,movie,i am the pretty thing that lives in the house,osgood perkins,"ruth wilson, bob balaban, lucy boynton, paula prentiss","canada, united states","2016-10-28",2016,tv-14,"89 min","horror movies, international movies, thrillers",a nervous nurse who scares easily finds herself caring for an ailing horror novelist while living in a house with hidden secrets.,89.0
80066073,movie,into the inferno,werner herzog,werner herzog,"united kingdom, germany, canada","2016-10-28",2016,tv-pg,"107 min",documentaries,"with stunning views of eruptions and lava flows, werner herzog captures the raw power of volcanoes and their ties to indigenous spiritual practices.",107.0
80123740,movie,the african doctor,julien rambaldi,"marc zinga, aïssa maïga, bayron lebli, médina diarra, rufus, jonathan lambert, jean-benoît ugeux",france,"2016-10-28",2016,tv-pg,"94 min","comedies, dramas, international movies","happily escaping a dictatorship, a congolese doctor transplants his family to a small french village, where culture shock sets in for everyone.",94.0
80123741,movie,they are everywhere,yvan attal,"yvan attal, benoît poelvoorde, charlotte gainsbourg, valérie bonneton, dany boon, grégory gadebois, denis podalydès, françois damiens, yamée couture, freya mavor, rivka michaeli","france, belgium","2016-10-28",2016,tv-ma,"110 min","comedies, international movies","in counseling sessions with his therapist, preoccupied yvan shares stories of anti-semitism and what it's like to live as a jew in modern france.",110.0
80094260,tv show,trailer park boys: out of the park: europe,"","mike smith, john paul tremblay, robb wells",canada,"2016-10-28",2016,tv-ma,"1 Season","international tv shows, tv comedies","the trailer park boys are thrilled to get a free trip to europe, until they arrive and learn about their corporate sponsor's unusual requirements.",480.0
